index,customer,state,gender,education,customer_lifetime_value,income,monthly_premium_auto,number_of_open_complaints,policy_type,vehicle_class,total_claim_amount,customer
635,BG84194,,m,College,403750.0,90760,103,1/2/00,Special Auto,SUV,133,BG84194
636,PT64580,WA,m,Master,419196.0,77048,103,1/0/00,Personal Auto,SUV,141,PT64580
637,MR67738,,f,High School or Below,267686.0,54480,67,1/0/00,Personal Auto,Four-Door Car,321,MR67738
638,DM95829,Cali,m,College,252395.0,16244,68,1/0/00,Personal Auto,Two-Door Car,623,DM95829
639,DB75522,Cali,f,College,698840.0,22436,89,1/0/00,Special Auto,Four-Door Car,427,DB75522
640,LM34525,WA,f,College,874205.0,71592,72,1/0/00,Personal Auto,Four-Door Car,141,LM34525
641,WW30771,AZ,m,Master,267331.0,28728,67,1/0/00,Personal Auto,Four-Door Car,321,WW30771
642,QP65569,AZ,m,High School or Below,1215732.0,57449,103,1/0/00,Personal Auto,Four-Door Car,494,QP65569
643,TN50051,Cali,f,Doctor,295776.0,83318,73,1/0/00,Personal Auto,Two-Door Car,211,TN50051
644,UO86707,WA,m,Bachelor,717390.0,75217,61,1/1/00,Personal Auto,Four-Door Car,147,UO86707
645,JA41698,,m,Bachelor,309953.0,0,102,1/5/00,Corporate Auto,SUV,862,JA41698
646,NX18774,,m,Bachelor,841568.0,55308,107,1/0/00,Corporate Auto,SUV,513,NX18774
647,DA69469,,f,College,2684312.0,36068,97,1/0/00,Personal Auto,Two-Door Car,113,DA69469
648,CN23147,,m,Bachelor,1305717.0,48804,112,1/1/00,Corporate Auto,Four-Door Car,537,CN23147
649,RA68844,,m,College,959995.0,0,131,1/0/00,Personal Auto,SUV,943,RA68844
650,GH42026,,m,Bachelor,853510.0,55790,111,1/0/00,Personal Auto,SUV,117,GH42026
651,BD16530,AZ,f,Bachelor,829348.0,70258,69,1/0/00,Personal Auto,Four-Door Car,225,BD16530
652,JH91579,,f,Bachelor,684615.0,0,95,1/0/00,Personal Auto,Two-Door Car,456,JH91579
653,WK23685,,f,Bachelor,663685.0,47274,83,1/1/00,Corporate Auto,Four-Door Car,182,WK23685
654,GR62267,WA,f,College,560908.0,44705,71,1/0/00,Personal Auto,Two-Door Car,148,GR62267
655,PI78084,AZ,m,High School or Below,507732.0,0,73,1/0/00,Personal Auto,Two-Door Car,525,PI78084
656,GF97874,WA,f,Master,527562.0,70446,65,1/0/00,Personal Auto,Four-Door Car,155,GF97874
657,ZH19885,WA,f,High School or Below,251459.0,43860,65,1/0/00,Personal Auto,Four-Door Car,156,ZH19885
658,UK25655,,f,Bachelor,343525.0,64348,86,1/0/00,Personal Auto,Two-Door Car,212,UK25655
659,QR45101,,m,Bachelor,662461.0,0,62,1/0/00,Corporate Auto,Two-Door Car,297,QR45101
660,EL93539,Cali,m,Master,575744.0,88997,72,1/0/00,Special Auto,Four-Door Car,174,EL93539
661,EE99484,WA,f,High School or Below,251459.0,43860,65,1/0/00,Corporate Auto,Four-Door Car,156,EE99484
662,DP46882,Cali,f,High School or Below,288645.0,10312,78,1/0/00,Corporate Auto,Four-Door Car,486,DP46882
663,WP41146,Cali,f,High School or Below,534143.0,0,72,1/1/00,Personal Auto,Four-Door Car,345,WP41146
664,TK60799,AZ,f,High School or Below,416001.0,96263,103,1/0/00,Personal Auto,SUV,1,TK60799
665,DN29808,Cali,f,College,284624.0,28919,72,1/0/00,Corporate Auto,Four-Door Car,518,DN29808
666,SS59521,,f,College,477025.0,0,68,1/1/00,Personal Auto,Two-Door Car,326,SS59521
667,NG66579,,m,Bachelor,505961.0,41869,64,1/0/00,Personal Auto,Two-Door Car,262,NG66579
668,TC14209,AZ,f,High School or Below,909574.0,0,128,1/0/00,Personal Auto,SUV,921,TC14209
669,ED50963,Cali,f,High School or Below,268886.0,32808,68,1/1/00,Personal Auto,Four-Door Car,541,ED50963
670,GP40701,Cali,f,Bachelor,827763.0,79780,68,1/0/00,Personal Auto,Four-Door Car,326,GP40701
671,CP98451,,f,College,905793.0,91025,112,1/0/00,Personal Auto,SUV,327,CP98451
672,NX52648,Cali,f,High School or Below,380175.0,33043,95,1/0/00,Personal Auto,Two-Door Car,456,NX52648
673,ZC32510,AZ,m,High School or Below,933934.0,69442,118,1/3/00,Personal Auto,Four-Door Car,1265,ZC32510
674,NG27780,,m,College,252012.0,0,70,1/0/00,Corporate Auto,Four-Door Car,63,NG27780
675,HN95240,AZ,f,College,498409.0,0,70,1/0/00,Corporate Auto,Four-Door Car,336,HN95240
676,EB59129,,f,Bachelor,259574.0,47234,65,1/0/00,Personal Auto,Four-Door Car,15,EB59129
677,RA70851,,m,High School or Below,743769.0,86863,92,1/0/00,Personal Auto,Four-Door Car,441,RA70851
678,PM19162,,m,Bachelor,1453678.0,25805,66,1/2/00,Personal Auto,Four-Door Car,375,PM19162
679,MS59005,,m,Bachelor,591330.0,43676,76,1/0/00,Personal Auto,Four-Door Car,364,MS59005
680,SU71163,AZ,m,College,277166.0,59855,74,1/4/00,Personal Auto,Two-Door Car,355,SU71163
681,BD35676,AZ,m,Master,2919436.0,35296,126,1/0/00,Personal Auto,SUV,452,BD35676
682,NI44621,,f,Master,988038.0,36576,125,1/1/00,Personal Auto,SUV,113,NI44621
683,EW33419,Cali,f,High School or Below,1511440.0,28513,100,1/1/00,Corporate Auto,SUV,480,EW33419
684,HX44948,,m,Bachelor,575991.0,85448,72,1/0/00,Special Auto,Four-Door Car,16,HX44948
685,DL36983,,f,High School or Below,849516.0,23791,110,1/3/00,Personal Auto,Two-Door Car,615,DL36983
686,XR87264,Cali,f,Bachelor,438118.0,20597,112,1/0/00,Personal Auto,Four-Door Car,615,XR87264
687,NN99001,AZ,f,College,699782.0,56940,87,1/0/00,Personal Auto,Four-Door Car,512,NN99001
688,XV95530,,m,Bachelor,1143058.0,93210,71,1/0/00,Personal Auto,Two-Door Car,74,XV95530
689,OL97871,,f,Bachelor,748248.0,48992,94,1/1/00,Personal Auto,Four-Door Car,426,OL97871
690,HQ23708,AZ,f,Master,859691.0,53736,71,1/0/00,Personal Auto,Two-Door Car,169,HQ23708
691,WR63188,AZ,m,College,785496.0,25378,66,1/1/00,Personal Auto,Four-Door Car,419,WR63188
692,NG82219,,f,Bachelor,258240.0,76731,64,1/0/00,Personal Auto,Four-Door Car,201,NG82219
693,KU29408,WA,m,Master,907576.0,37722,116,1/0/00,Corporate Auto,Luxury,158,KU29408
694,RE46783,Cali,f,Bachelor,411858.0,69379,103,1/0/00,Personal Auto,Two-Door Car,494,RE46783
695,RU94434,,m,High School or Below,1215732.0,57449,103,1/0/00,Personal Auto,Four-Door Car,494,RU94434
696,GI82355,AZ,m,Bachelor,515281.0,0,68,1/0/00,Corporate Auto,Four-Door Car,326,GI82355
697,VO26340,,m,College,651297.0,0,93,1/0/00,Personal Auto,Two-Door Car,669,VO26340
698,NV61299,AZ,f,Bachelor,2778969.0,33806,89,1/0/00,Corporate Auto,Four-Door Car,395,NV61299
699,DX31066,WA,f,College,266727.0,94041,66,1/0/00,Personal Auto,Four-Door Car,159,DX31066
700,CY50337,,f,College,1092840.0,74965,90,1/0/00,Personal Auto,Four-Door Car,58,CY50337
701,TJ20375,AZ,f,High School or Below,761538.0,34095,63,1/0/00,Personal Auto,Two-Door Car,302,TJ20375
702,EP72155,Cali,f,College,200435.0,0,66,1/4/00,Personal Auto,Four-Door Car,316,EP72155
703,JJ76159,Cali,m,College,243468.0,96045,61,1/0/00,Corporate Auto,Four-Door Car,8,JJ76159
704,BG15419,,f,Bachelor,1419536.0,86355,118,1/0/00,Personal Auto,Luxury,285,BG15419
705,AO74776,Cali,f,High School or Below,942768.0,27824,118,1/0/00,Personal Auto,SUV,566,AO74776
706,HQ82233,Cali,m,High School or Below,1198242.0,42995,101,1/0/00,Personal Auto,SUV,410,HQ82233
707,OL72737,,f,High School or Below,310278.0,21235,79,1/0/00,Personal Auto,Two-Door Car,244,OL72737
708,ZQ59828,Cali,m,High School or Below,422263.0,74585,106,1/0/00,Personal Auto,SUV,218,ZQ59828
709,NZ15548,,m,Bachelor,402381.0,41833,103,1/0/00,Personal Auto,Four-Door Car,643,NZ15548
710,XK61304,Cali,f,College,529715.0,23908,70,1/0/00,Personal Auto,Four-Door Car,336,XK61304
711,EJ44139,,m,Bachelor,2142363.0,0,65,1/0/00,Personal Auto,Two-Door Car,312,EJ44139
712,CM94425,AZ,m,Bachelor,441620.0,61953,113,1/0/00,Personal Auto,SUV,497,CM94425
713,OV54878,Cali,m,Bachelor,463903.0,0,142,1/0/00,Corporate Auto,SUV,1022,OV54878
714,JF57282,,m,Bachelor,486354.0,0,137,1/0/00,Personal Auto,SUV,657,JF57282
715,MY37953,AZ,f,Bachelor,2583090.0,73760,107,1/1/00,Personal Auto,Luxury,230,MY37953
716,XP64922,,f,College,297431.0,23333,74,1/0/00,Corporate Auto,Four-Door Car,5,XP64922
717,WL65572,Cali,m,College,206445.0,0,61,1/0/00,Personal Auto,Four-Door Car,292,WL65572
718,LN50325,AZ,f,High School or Below,1006460.0,20440,128,1/2/00,Corporate Auto,Luxury,614,LN50325
719,HJ15383,WA,m,Master,803240.0,27658,68,1/0/00,Personal Auto,Four-Door Car,160,HJ15383
720,KH59823,Cali,m,College,548921.0,50943,139,1/0/00,Special Auto,SUV,667,KH59823
721,YM79169,Cali,m,Bachelor,261275.0,19003,71,1/0/00,Personal Auto,Two-Door Car,34,YM79169
722,DR38127,Cali,m,College,857346.0,46703,108,1/0/00,Personal Auto,Four-Door Car,678,DR38127
723,PU42145,Cali,m,Bachelor,2412750.0,14072,71,1/0/00,Personal Auto,Four-Door Car,511,PU42145
724,KM33477,,m,College,855038.0,21733,73,1/0/00,Corporate Auto,Four-Door Car,525,KM33477
725,RI53167,AZ,m,Bachelor,230864.0,20811,61,1/0/00,Personal Auto,Four-Door Car,292,RI53167
726,OF77789,AZ,f,High School or Below,425462.0,11904,61,1/2/00,Personal Auto,Two-Door Car,292,OF77789
727,YB33445,,f,College,898285.0,43490,114,1/4/00,Corporate Auto,SUV,174,YB33445
728,BA17836,Cali,m,High School or Below,786816.0,57340,67,1/0/00,Corporate Auto,Four-Door Car,159,BA17836
729,JS43228,Cali,m,College,770424.0,49088,97,1/0/00,Corporate Auto,Four-Door Car,698,JS43228
730,BB11622,,m,Master,1055217.0,47761,131,1/0/00,Personal Auto,SUV,232,BB11622
731,HQ70429,WA,f,College,1604510.0,0,65,1/0/00,Personal Auto,Two-Door Car,163,HQ70429
732,WK88044,AZ,m,Bachelor,873783.0,61281,110,1/0/00,Personal Auto,SUV,79,WK88044
733,LA80525,,m,Bachelor,545489.0,0,82,1/1/00,Corporate Auto,Two-Door Car,393,LA80525
734,EH16250,AZ,m,Bachelor,770528.0,25290,66,1/0/00,Personal Auto,Four-Door Car,382,EH16250
735,PU41872,AZ,f,High School or Below,703926.0,24239,88,1/0/00,Personal Auto,Four-Door Car,48,PU41872
736,HB85743,Cali,m,Bachelor,883808.0,82664,114,1/3/00,Personal Auto,SUV,133,HB85743
737,MM71959,AZ,m,Bachelor,873352.0,83210,110,1/0/00,Personal Auto,Luxury,528,MM71959
738,MB83663,,f,Bachelor,959747.0,38736,81,1/0/00,Personal Auto,Two-Door Car,561,MB83663
739,KR43119,Cali,m,College,450666.0,0,66,1/0/00,Personal Auto,Four-Door Car,316,KR43119
740,KH24214,,m,College,1785797.0,55437,64,1/1/00,Personal Auto,Four-Door Car,445,KH24214
741,AC40767,WA,m,Bachelor,249780.0,68041,6464,1/0/00,Personal Auto,Two-Door Car,165,AC40767
742,HP55391,,m,Master,542613.0,0,71,1/0/00,Corporate Auto,Four-Door Car,407,HP55391
743,EG62398,Cali,f,High School or Below,799814.0,29066,100,1/0/00,Personal Auto,SUV,844,EG62398
744,VS19949,,m,Bachelor,289762.0,54337,72,1/0/00,Personal Auto,Four-Door Car,345,VS19949
745,AM92343,,f,High School or Below,1159950.0,67616,96,1/0/00,Personal Auto,Four-Door Car,340,AM92343
746,GI68556,Cali,f,Bachelor,1514793.0,41082,63,1/0/00,Personal Auto,Two-Door Car,106,GI68556
747,JT11876,,f,High School or Below,543576.0,0,10202,1/0/00,Personal Auto,Four-Door Car,626,JT11876
748,XR64251,,f,Master,272535.0,36650,69,1/1/00,Personal Auto,Four-Door Car,56,XR64251
749,MK34957,,f,College,1329771.0,50631,112,1/4/00,Special Auto,SUV,784,MK34957
750,GP18756,Cali,m,College,992704.0,19592,92,1/0/00,Personal Auto,Four-Door Car,441,GP18756
751,AP23850,,f,High School or Below,1777154.0,0,114,1/0/00,Personal Auto,Two-Door Car,547,AP23850
752,KQ65521,AZ,f,College,1826927.0,55761,115,1/0/00,Personal Auto,Luxury,86,KQ65521
753,EJ19449,Cali,f,College,272221.0,17576,71,1/0/00,Special Auto,Four-Door Car,398,EJ19449
754,QB70027,Cali,f,Bachelor,708321.0,41449,89,1/0/00,Personal Auto,Four-Door Car,63,QB70027
755,QW47320,,f,Bachelor,1017971.0,14290,271,1/0/00,Personal Auto,Luxury SUV,1300,QW47320
756,KH64733,,f,College,588950.0,62007,73,1/0/00,Personal Auto,Four-Door Car,120,KH64733
757,ON59472,AZ,m,High School or Below,1577139.0,21921,206,1/0/00,Corporate Auto,Luxury SUV,1254,ON59472
758,HP94242,AZ,f,Bachelor,528817.0,42621,66,1/0/00,Personal Auto,Four-Door Car,316,HP94242
759,RV15398,,m,College,2758055.0,0,87,1/1/00,Personal Auto,Four-Door Car,417,RV15398
760,EA25683,,m,High School or Below,777853.0,63786,196,1/0/00,Corporate Auto,Luxury SUV,798,EA25683
761,PW73754,,f,High School or Below,734186.0,0,104,1/3/00,Personal Auto,Luxury,82,PW73754
762,MC71942,,f,High School or Below,791919.0,82877,99,1/1/00,Personal Auto,Two-Door Car,22,MC71942
763,OX72195,AZ,m,College,216387.0,0,63,1/0/00,Corporate Auto,Two-Door Car,302,OX72195
764,YQ99152,,m,High School or Below,978780.0,10475,88,1/1/00,Personal Auto,Two-Door Car,422,YQ99152
765,KI19439,,f,High School or Below,520764.0,21952,66,1/0/00,Personal Auto,Four-Door Car,316,KI19439
766,PM76175,,f,Bachelor,2114727.0,49721,132,1/0/00,Corporate Auto,Luxury,639,PM76175
767,US45383,,m,College,1228076.0,88340,102,1/0/00,Personal Auto,Two-Door Car,489,US45383
768,GT38956,,f,College,244139.0,0,65,1/0/00,Personal Auto,Four-Door Car,312,GT38956
769,SN41301,,m,Bachelor,653556.0,0,65,1/0/00,Corporate Auto,Four-Door Car,468,SN41301
770,BE62503,,f,College,920659.0,24589,82,1/0/00,Personal Auto,Two-Door Car,511,BE62503
771,PA16884,,f,Bachelor,411858.0,69379,103,1/0/00,Personal Auto,Two-Door Car,494,PA16884
772,NC58480,,f,Bachelor,483820.0,73769,61,1/2/00,Personal Auto,Four-Door Car,239,NC58480
773,NS39326,,f,College,462554.0,66670,114,1/0/00,Personal Auto,SUV,518,NS39326
774,PN18507,AZ,m,Bachelor,1404210.0,88854,118,1/0/00,Personal Auto,Two-Door Car,715,PN18507
775,EK91340,,m,Bachelor,754661.0,31266,193,1/0/00,Corporate Auto,Luxury,926,EK91340
776,JY16280,,f,High School or Below,251459.0,43860,65,1/0/00,Personal Auto,Four-Door Car,156,JY16280
777,ZW71731,,m,Bachelor,517035.0,89284,133,1/2/00,Corporate Auto,SUV,402,ZW71731
778,ZC24631,,m,College,1391737.0,67267,89,1/0/00,Corporate Auto,Four-Door Car,94,ZC24631
779,YR34689,,f,High School or Below,1131813.0,79270,95,1/3/00,Personal Auto,Four-Door Car,456,YR34689
780,RT65829,,m,Bachelor,427636.0,36692,109,1/1/00,Personal Auto,Four-Door Car,523,RT65829
781,BZ12077,,f,High School or Below,432224.0,0,119,1/0/00,Personal Auto,SUV,571,BZ12077
782,WM65373,,f,College,800230.0,0,107,1/0/00,Corporate Auto,SUV,513,WM65373
783,NH35059,,m,College,388545.0,0,105,1/0/00,Corporate Auto,Four-Door Car,504,NH35059
784,QD38160,,m,College,447177.0,0,135,1/0/00,Personal Auto,SUV,972,QD38160
785,BM15160,,f,High School or Below,849635.0,44624,71,1/1/00,Special Auto,Four-Door Car,73,BM15160
786,VY79030,AZ,f,College,2250088.0,0,71,1/0/00,Corporate Auto,Four-Door Car,340,VY79030
787,EV19512,,f,Master,1630196.0,19614,85,1/0/00,Personal Auto,Two-Door Car,574,EV19512
788,TE13577,,f,College,231973.0,0,64,1/0/00,Personal Auto,Four-Door Car,632,TE13577
789,WY97929,AZ,m,College,871704.0,83846,74,1/3/00,Special Auto,Four-Door Car,355,WY97929
790,YG20683,,m,College,286011.0,51159,72,1/0/00,Personal Auto,Four-Door Car,4,YG20683
791,FK75497,,m,College,245340.0,83772,62,1/0/00,Personal Auto,Two-Door Car,42,FK75497
792,NE60110,AZ,m,College,598977.0,66839,154,1/0/00,Personal Auto,Luxury,739,NE60110
793,TN36521,AZ,f,College,2498022.0,88440,70,1/0/00,Personal Auto,Two-Door Car,27,TN36521
794,HG33568,AZ,f,Master,748263.0,25666,63,1/2/00,Personal Auto,Four-Door Car,270,HG33568
795,TW17878,,f,High School or Below,245757.0,52926,61,1/0/00,Personal Auto,Four-Door Car,292,TW17878
796,ZO83562,,f,Bachelor,237974.0,0,67,1/0/00,Personal Auto,Four-Door Car,494,ZO83562
797,CH97539,,f,Bachelor,828696.0,40001,70,1/0/00,Personal Auto,Four-Door Car,142,CH97539
798,CV29889,,m,College,239391.0,0,70,1/0/00,Personal Auto,Four-Door Car,425,CV29889
799,MO33320,,m,College,465715.0,18024,65,1/0/00,Personal Auto,Two-Door Car,312,MO33320
800,QZ81258,,f,College,1319792.0,0,68,1/3/00,Personal Auto,Four-Door Car,326,QZ81258
801,NY56352,,f,Bachelor,280391.0,23220,74,1/0/00,Personal Auto,Four-Door Car,251,NY56352
802,EA27048,,f,High School or Below,864650.0,64125,108,1/0/00,Personal Auto,SUV,369,EA27048
803,UT38865,,f,College,742587.0,58042,62,1/0/00,Corporate Auto,Four-Door Car,161,UT38865
804,QC89139,,f,High School or Below,452873.0,90034,112,1/0/00,Corporate Auto,SUV,537,QC89139
805,LA14484,,m,High School or Below,222707.0,27972,61,1/0/00,Special Auto,Four-Door Car,292,LA14484
806,HN57556,,f,High School or Below,729294.0,0,65,1/0/00,Personal Auto,Four-Door Car,312,HN57556
807,CV31235,AZ,m,Bachelor,318435.0,50989,80,1/0/00,Corporate Auto,Four-Door Car,255,CV31235
808,WR45726,AZ,f,Bachelor,1131520.0,11885,101,1/0/00,Special Auto,Four-Door Car,484,WR45726
809,LB25094,,f,Bachelor,253070.0,89451,63,1/0/00,Special Auto,Four-Door Car,61,LB25094
810,KW56110,,m,Bachelor,1836155.0,0,182,1/0/00,Personal Auto,Luxury,1310,KW56110
811,XO36233,,m,Bachelor,864153.0,78904,109,1/0/00,Personal Auto,SUV,250,XO36233
812,ZX86243,AZ,m,Doctor,327853.0,70247,83,1/1/00,Personal Auto,Four-Door Car,141,ZX86243
813,DW29763,AZ,m,High School or Below,527198.0,32653,67,1/0/00,Personal Auto,Two-Door Car,321,DW29763
814,CT83377,,m,High School or Below,376363.0,93595,97,1/4/00,Special Auto,Four-Door Car,49,CT83377
815,OQ90898,,m,Master,1395556.0,90279,115,1/0/00,Personal Auto,SUV,372,OQ90898
816,GO77248,,f,College,500152.0,0,72,1/0/00,Personal Auto,Four-Door Car,542,GO77248
817,QW33258,,m,Bachelor,708283.0,53310,189,1/3/00,Personal Auto,Luxury,1360,QW33258
818,OU79745,,m,College,761948.0,0,105,1/0/00,Personal Auto,Four-Door Car,504,OU79745
819,VZ79886,,f,Bachelor,1255088.0,22234,160,1/0/00,Personal Auto,SUV,768,VZ79886
820,FI92440,,f,High School or Below,3219660.0,91375,99,1/0/00,Personal Auto,Two-Door Car,72,FI92440
821,YG85980,,f,High School or Below,679377.0,22250,86,1/0/00,Personal Auto,Two-Door Car,720,YG85980
822,QM74621,,m,Bachelor,527231.0,0,80,1/0/00,Personal Auto,Four-Door Car,576,QM74621
823,EI71732,,f,Doctor,626534.0,0,84,1/1/00,Personal Auto,Four-Door Car,481,EI71732
824,VN79010,,f,High School or Below,854758.0,51179,71,1/0/00,Corporate Auto,Four-Door Car,466,VN79010
825,FI61723,,m,Bachelor,278742.0,38667,72,1/0/00,Personal Auto,Four-Door Car,159,FI61723
826,OH55411,,f,Master,462680.0,79487,114,1/0/00,Corporate Auto,SUV,547,OH55411
827,TF10720,,f,Doctor,866336.0,67763,107,1/2/00,Personal Auto,Four-Door Car,41,TF10720
828,NW30838,,m,High School or Below,387222.0,0,62,1/2/00,Corporate Auto,Four-Door Car,503,NW30838
829,CB58476,,f,College,517081.0,0,71,1/0/00,Corporate Auto,Four-Door Car,859,CB58476
830,WI69346,,f,Master,896028.0,71943,112,1/0/00,Corporate Auto,SUV,305,WI69346
831,FS76657,,f,College,547183.0,53526,68,1/0/00,Personal Auto,Four-Door Car,278,FS76657
832,YX89016,,m,College,3493100.0,35005,295,1/0/00,Personal Auto,Luxury,1416,YX89016
833,PK28821,,m,College,262039.0,24721,67,1/0/00,Personal Auto,Four-Door Car,139,PK28821
834,MB51200,,m,College,1906949.0,0,102,1/2/00,Personal Auto,Four-Door Car,734,MB51200
835,XG44587,AZ,m,Master,575744.0,88997,72,1/0/00,Personal Auto,Four-Door Car,174,XG44587
836,FG91922,AZ,m,Master,4022401.0,48587,111,1/0/00,Personal Auto,SUV,532,FG91922
837,OM99303,AZ,f,High School or Below,270148.0,76310,67,1/0/00,Personal Auto,Two-Door Car,321,OM99303
838,RV67546,,m,Bachelor,371243.0,73205,92,1/0/00,Personal Auto,Four-Door Car,37,RV67546
839,UJ79253,,f,College,2185084.0,51056,78,1/0/00,Personal Auto,Four-Door Car,95,UJ79253
840,PN98247,,m,College,784016.0,58414,210,1/2/00,Personal Auto,Luxury SUV,1008,PN98247
841,IB67546,,f,Bachelor,823703.0,23940,107,1/0/00,Personal Auto,SUV,513,IB67546
842,OE19087,,f,High School or Below,224347.0,0,62,1/0/00,Personal Auto,Four-Door Car,446,OE19087
843,CM95716,,m,Bachelor,843446.0,44216,71,1/0/00,Personal Auto,Four-Door Car,72,CM95716
844,MW62634,,m,High School or Below,222707.0,27972,61,1/0/00,Corporate Auto,Four-Door Car,292,MW62634
845,QW67581,AZ,f,High School or Below,517002.0,0,69,1/0/00,Personal Auto,Four-Door Car,331,QW67581
846,SN16059,,f,Master,264144.0,29305,66,1/0/00,Personal Auto,Four-Door Car,475,SN16059
847,OE51254,,f,College,279068.0,53882,69,1/0/00,Personal Auto,Four-Door Car,331,OE51254
848,RM42344,,m,College,274512.0,91757,69,1/1/00,Personal Auto,Four-Door Car,331,RM42344
849,GB35238,,f,Bachelor,757953.0,33906,64,1/0/00,Personal Auto,Two-Door Car,401,GB35238
850,ML82674,,m,Bachelor,1097878.0,68158,139,1/1/00,Personal Auto,SUV,253,ML82674
851,EI85244,,m,College,825506.0,0,134,1/3/00,Personal Auto,SUV,643,EI85244
852,DE28132,,m,College,474773.0,42165,123,1/0/00,Corporate Auto,SUV,799,DE28132
853,TV25678,,m,College,354090.0,0,101,1/0/00,Personal Auto,SUV,727,TV25678
854,TY26512,,m,Doctor,343613.0,30817,88,1/0/00,Personal Auto,Four-Door Car,91,TY26512
855,OB69153,,m,Bachelor,258218.0,68074,65,1/0/00,Personal Auto,Four-Door Car,27,OB69153
856,QZ77637,WA,f,College,1166509.0,84978,35353,1/1/00,Corporate Auto,Four-Door Car,166,QZ77637
857,XN41715,,f,Master,739628.0,71135,92,1/1/00,Personal Auto,Four-Door Car,270,XN41715
858,QR15857,,f,College,433079.0,0,61,1/0/00,Personal Auto,Two-Door Car,292,QR15857
859,FL69363,,m,Master,907576.0,37722,116,1/0/00,Personal Auto,Luxury,158,FL69363
860,IS30295,AZ,f,Bachelor,1463545.0,0,139,1/0/00,Personal Auto,SUV,667,IS30295
861,WA25797,WA, M ,High School or Below,856476.0,95697,107,1/0/00,Personal Auto,Luxury,178,WA25797
862,NL59519,,f,College,1156568.0,64642,96,1/0/00,Personal Auto,Four-Door Car,404,NL59519
863,ZU93025,,f,College,277104.0,50071,71,1/0/00,Personal Auto,Two-Door Car,18,ZU93025
864,DK94262,,m,High School or Below,850712.0,46754,106,1/1/00,Personal Auto,SUV,513,DK94262
865,UQ30615,,m,College,758211.0,64801,64,1/0/00,Corporate Auto,Four-Door Car,268,UQ30615
866,OR40060,AZ,m,Bachelor,332309.0,70410,83,1/0/00,Personal Auto,Four-Door Car,131,OR40060
867,DK32872,,f,High School or Below,523433.0,66957,131,1/1/00,Personal Auto,SUV,628,DK32872
868,FA46418,,f,High School or Below,2470959.0,24213,78,1/1/00,Personal Auto,Four-Door Car,374,FA46418
869,ER19995,WA,f,College,1778627.0,99790,6464,1/0/00,Personal Auto,Four-Door Car,178,ER19995
870,KI75855,,m,Master,255122.0,79751,63,1/0/00,Personal Auto,Two-Door Car,392,KI75855
871,ND41876,AZ,m,High School or Below,724771.0,86122,182,1/1/00,Personal Auto,Luxury SUV,873,ND41876
872,PN21042,AZ,m,Bachelor,453884.0,82297,116,1/0/00,Personal Auto,Luxury,0,PN21042
873,GJ43254,WA,m,College,3164210.0,89057,98,1/0/00,Corporate Auto,Two-Door Car,187,GJ43254
874,AL46984,,m,High School or Below,873042.0,43259,73,1/0/00,Personal Auto,Four-Door Car,350,AL46984
875,JP58047,,m,College,833273.0,0,79,1/0/00,Personal Auto,Four-Door Car,379,JP58047
876,ZE85014,,m,College,235774.0,25064,62,1/0/00,Personal Auto,Four-Door Car,297,ZE85014
877,KU88219,AZ,m,Master,463716.0,25816,119,1/0/00,Personal Auto,Luxury,571,KU88219
878,UU98729,,m,Bachelor,535719.0,0,73,1/0/00,Personal Auto,Four-Door Car,350,UU98729
879,WS82822,,f,College,539197.0,41662,69,1/0/00,Corporate Auto,Four-Door Car,217,WS82822
880,YB49933,AZ,m,Bachelor,369414.0,96170,92,1/0/00,Personal Auto,Four-Door Car,441,YB49933
881,XC16387,AZ,f,High School or Below,504041.0,46072,64,1/0/00,Personal Auto,Four-Door Car,25,XC16387
882,XJ96748,AZ,f,High School or Below,2749542.0,37931,99,1/0/00,Personal Auto,Four-Door Car,475,XJ96748
883,TM98684,,m,High School or Below,484228.0,35127,62,1/0/00,Personal Auto,Four-Door Car,297,TM98684
884,AY18433,WA,f,High School or Below,2738281.0,45473,76,1/0/00,Special Auto,Two-Door Car,188,AY18433
885,DM74502,,f,College,522710.0,93087,131,1/3/00,Corporate Auto,Luxury,628,DM74502
886,FT56968,AZ,m,High School or Below,259009.0,22398,67,1/2/00,Personal Auto,Four-Door Car,321,FT56968
887,OX36896,,m,High School or Below,1053607.0,92983,87,1/1/00,Corporate Auto,Four-Door Car,153,OX36896
888,BZ65376,AZ,m,Bachelor,858127.0,27689,239,1/2/00,Personal Auto,Luxury SUV,2893,BZ65376
889,LN34660,,f,College,946311.0,69654,118,1/0/00,Corporate Auto,SUV,629,LN34660
890,JC29295,,f,Bachelor,1344100.0,80744,111,1/0/00,Personal Auto,SUV,361,JC29295
891,KJ87930,,f,Bachelor,388650.0,0,112,1/0/00,Corporate Auto,SUV,1185,KJ87930
892,XT36360,AZ,f,High School or Below,678489.0,0,64,1/1/00,Personal Auto,Four-Door Car,460,XT36360
893,IX35050,AZ,m,Bachelor,2359468.0,76358,66,1/0/00,Special Auto,Four-Door Car,86,IX35050
894,UN97379,,m,Bachelor,253862.0,18608,71,1/0/00,Corporate Auto,Four-Door Car,340,UN97379
895,MR57294,,m,High School or Below,563994.0,73168,70,1/0/00,Personal Auto,Four-Door Car,425,MR57294
896,UG79499,WA,m,Bachelor,1168137.0,70930,99,1/0/00,Personal Auto,Four-Door Car,190,UG79499
